,subject,block,miniblock,category,eye_cond,img_path,audio_path
194,subj1,2,7,L,O,Stimuli/Images/People/Chris_Evans.jpg,Stimuli/Audio/People/Chris_Evans.wav
195,subj1,2,7,L,O,Stimuli/Images/People/Greta_Thunberg.jpg,Stimuli/Audio/People/Greta_Thunberg.wav
196,subj1,2,7,L,O,Stimuli/Images/People/Justin_Bieber.jpg,Stimuli/Audio/People/Justin_Bieber.wav
197,subj1,2,7,L,O,Stimuli/Images/People/Neil_DeGrasse_Tyson.jpg,Stimuli/Audio/People/Neil_DeGrasse_Tyson.wav
198,subj1,2,7,L,O,Stimuli/Images/People/Rihanna.jpg,Stimuli/Audio/People/Rihanna.wav
199,subj1,2,7,L,O,Stimuli/Images/People/Oprah_Winfrey.jpg,Stimuli/Audio/People/Oprah_Winfrey.wav
200,subj1,2,7,L,C,Stimuli/Images/People/Michelle_Yeoh.jpg,Stimuli/Audio/People/Michelle_Yeoh.wav
201,subj1,2,7,L,C,Stimuli/Images/People/Hillary_Clinton.jpg,Stimuli/Audio/People/Hillary_Clinton.wav
202,subj1,2,7,L,C,Stimuli/Images/People/Ilana_Witten.jpg,Stimuli/Audio/People/Ilana_Witten.wav
203,subj1,2,7,L,C,Stimuli/Images/People/Barack_Obama.jpg,Stimuli/Audio/People/Barack_Obama.wav
204,subj1,2,7,L,C,Stimuli/Images/People/George_W_Bush.jpg,Stimuli/Audio/People/George_W_Bush.wav
205,subj1,2,7,L,C,Stimuli/Images/People/Angelina_Jolie.jpg,Stimuli/Audio/People/Angelina_Jolie.wav
206,subj1,2,7,L,C,Stimuli/Images/People/Sam_Wang.jpg,Stimuli/Audio/People/Sam_Wang.wav
207,subj1,2,7,L,C,Stimuli/Images/People/Tim_Buschman.jpg,Stimuli/Audio/People/Tim_Buschman.wav
208,subj1,2,7,F,O,Stimuli/Images/Letters/G.jpg,Stimuli/Audio/Letters/G.wav
209,subj1,2,7,F,O,Stimuli/Images/Letters/S.jpg,Stimuli/Audio/Letters/S.wav
210,subj1,2,7,F,O,Stimuli/Images/Letters/F.jpg,Stimuli/Audio/Letters/F.wav
211,subj1,2,7,F,O,Stimuli/Images/Letters/M.jpg,Stimuli/Audio/Letters/M.wav
212,subj1,2,7,F,O,Stimuli/Images/Letters/R.jpg,Stimuli/Audio/Letters/R.wav
213,subj1,2,7,F,O,Stimuli/Images/Letters/U.jpg,Stimuli/Audio/Letters/U.wav
214,subj1,2,7,F,O,Stimuli/Images/Letters/W.jpg,Stimuli/Audio/Letters/W.wav
215,subj1,2,7,F,O,Stimuli/Images/Letters/V.jpg,Stimuli/Audio/Letters/V.wav
216,subj1,2,7,F,C,Stimuli/Images/Letters/T.jpg,Stimuli/Audio/Letters/T.wav
217,subj1,2,7,F,C,Stimuli/Images/Letters/N.jpg,Stimuli/Audio/Letters/N.wav
218,subj1,2,7,F,C,Stimuli/Images/Letters/Q.jpg,Stimuli/Audio/Letters/Q.wav
